Company,Major index membership,Market capitalization,Income (ttm),Revenue (ttm),Book value per share (mrq),Cash per share (mrq),Dividend (annual),Dividend yield (annual),Full time employees,Stock has options trading on a market exchange,Stock available to sell short,Analysts' mean recommendation (1=Buy 5=Sell),Price-to-Earnings (ttm),Forward Price-to-Earnings (next fiscal year),Price-to-Earnings-to-Growth,Price-to-Sales (ttm),Price-to-Book (mrq),Price to cash per share (mrq),Price to Free Cash Flow (ttm),Quick Ratio (mrq),Current Ratio (mrq),Total Debt to Equity (mrq),Long Term Debt to Equity (mrq),Distance from 20-Day Simple Moving Average,Diluted EPS (ttm),EPS estimate for next year,EPS estimate for next quarter,EPS growth this year,EPS growth next year,Long term annual growth estimate (5 years),Annual EPS growth past 5 years,Annual sales growth past 5 years,Quarterly revenue growth (yoy),Quarterly earnings growth (yoy),Earnings date<br><br>BMO = Before Market Open<br>AMC = After Market Close,Distance from 50-Day Simple Moving Average,Insider ownership,Insider transactions (6-Month change in Insider Ownership),Institutional ownership,Institutional transactions (3-Month change in Institutional Ownership),Return on Assets (ttm),Return on Equity (ttm),Return on Investment (ttm),Gross Margin (ttm),Operating Margin (ttm),Net Profit Margin (ttm),Dividend Payout Ratio (ttm),Distance from 200-Day Simple Moving Average,Shares outstanding,Shares float,Short interest share,Short interest ratio,Analysts' mean target price,52-Week trading range,Distance from 52-Week High,Distance from 52-Week Low,Relative Strength Index,Relative volume,Average volume (3 month),Volume,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (Year To Date),Beta,Average True Range (14),"Volatility (Week, Month)",Previous close,Current stock price,Performance (today)
STX,S&P 500,18.66B,1.65B,11.66B,1.93,4.87,2.80,3.51%,40000,Yes,Yes,-,10.88,9.15,0.85,1.60,41.35,16.39,22.92,1.00,1.50,13.41,13.33,5.48%,7.33,8.72,1.59,41.60%,17.04%,12.79%,45.50%,-0.90%,2.60%,12.30%,Jul 21 AMC,2.14%,0.62%,-59.60%,82.70%,-0.29%,20.50%,337.40%,25.30%,29.70%,17.70%,15.80%,33.40%,-13.62%,218.00M,213.52M,6.13%,6.46,88.29,67.36 - 117.67,-32.18%,18.47%,56.08,0.91,2.03M,"1,853,563",-4.56%,9.45%,-2.27%,-17.14%,-7.85%,-29.37%,1.12,3.01,4.38% 3.68%,78.68,79.80,1.42%
STZ,S&P 500,46.81B,1.26B,9.16B,59.57,0.54,3.20,1.29%,10000,Yes,Yes,2.10,40.51,19.64,3.74,5.11,4.17,459.79,44.05,0.70,1.40,0.98,0.92,2.67%,6.13,12.65,2.76,-102.30%,15.29%,10.82%,-15.20%,3.80%,16.60%,139.10%,Jun 30 BMO,3.02%,2.30%,-58.90%,86.60%,-0.04%,4.90%,11.10%,9.00%,52.90%,33.10%,13.70%,34.20%,5.53%,188.54M,171.61M,1.42%,2.30,273.85,207.35 - 261.52,-5.04%,19.77%,59.05,0.67,1.06M,"711,389",2.51%,1.15%,-0.39%,5.98%,9.69%,-1.04%,1.04,5.26,1.65% 2.08%,245.32,248.35,1.24%
SWK,S&P 500,14.89B,1.29B,16.34B,56.18,1.10,3.20,3.25%,71300,Yes,Yes,2.50,12.63,8.88,5.49,0.91,1.75,89.79,-,0.30,0.90,1.20,0.61,-10.82%,7.80,11.10,2.12,34.40%,14.77%,2.30%,8.10%,6.10%,19.50%,-65.70%,Jul 28 BMO,-12.10%,0.40%,-1.61%,92.70%,0.71%,-,-,9.60%,32.00%,-,-,-,-35.63%,155.43M,150.43M,3.49%,2.80,140.29,99.43 - 203.69,-51.60%,-0.85%,34.13,4.08,1.87M,"7,654,601",-14.83%,-8.27%,-29.15%,-43.68%,-49.56%,-47.74%,1.38,4.68,3.59% 3.24%,117.45,98.58,-16.07%
SWKS,S&P 500,17.67B,1.37B,5.27B,31.70,4.72,2.24,2.08%,11000,Yes,Yes,2.50,13.07,9.03,1.10,3.35,3.40,22.80,25.73,2.70,4.00,0.42,0.42,7.97%,8.24,11.92,2.35,87.00%,7.76%,11.85%,11.60%,9.20%,14.00%,-4.50%,Aug 04 AMC,7.27%,0.20%,-8.38%,76.60%,-1.05%,16.50%,26.30%,20.10%,47.90%,28.10%,26.00%,26.20%,-18.66%,163.70M,160.34M,1.92%,1.39,142.46,88.76 - 197.62,-45.52%,21.30%,61.13,0.67,2.21M,"1,493,968",-0.44%,11.90%,-3.92%,-24.19%,-43.94%,-30.60%,1.19,3.28,2.61% 3.01%,107.04,107.67,0.59%
SYF,S&P 500,15.92B,4.09B,15.55B,25.68,21.91,0.88,2.69%,18000,Yes,Yes,2.10,4.43,5.88,0.12,1.02,1.27,1.49,2.42,-,-,0.96,0.96,6.53%,7.37,5.55,1.41,222.90%,-6.23%,35.92%,22.10%,0.70%,13.90%,-24.40%,Jul 18 BMO,2.57%,0.50%,-4.70%,-,0.53%,3.90%,28.40%,44.60%,-,85.20%,23.50%,12.90%,-19.18%,493.00M,485.73M,2.33%,1.63,42.00,27.22 - 52.49,-37.78%,20.01%,57.07,0.85,6.91M,"5,865,544",0.00%,12.78%,-11.30%,-28.01%,-30.82%,-29.60%,1.56,1.22,3.17% 3.64%,32.58,32.66,0.25%
SYK,S&P 500,83.17B,2.02B,17.43B,39.84,4.03,2.78,1.27%,46000,Yes,Yes,2.10,41.57,20.50,5.62,4.77,5.50,54.36,56.23,1.20,2.00,0.94,0.92,9.95%,5.27,10.68,2.28,24.10%,11.32%,7.40%,3.70%,8.60%,8.10%,6.70%,Jul 26 AMC,3.61%,0.10%,0.00%,77.70%,-0.00%,5.80%,13.90%,8.40%,62.90%,14.70%,11.60%,49.60%,-11.33%,377.70M,351.29M,1.46%,3.45,254.76,188.84 - 281.16,-22.10%,15.99%,66.71,2.46,1.49M,"3,671,394",9.38%,10.73%,-12.09%,-11.77%,-18.48%,-18.10%,1.02,5.94,3.57% 2.57%,211.80,219.03,3.41%
SYY,S&P 500,44.50B,999.90M,65.82B,2.60,1.72,1.96,2.25%,58000,Yes,Yes,2.30,44.92,20.32,0.86,0.68,33.57,50.79,-,0.70,1.20,8.41,8.03,1.02%,1.94,4.29,1.11,143.50%,32.44%,52.13%,-9.10%,0.40%,42.90%,242.70%,Aug 09 BMO,4.24%,0.10%,-31.59%,85.90%,0.04%,4.60%,69.30%,10.90%,17.90%,3.30%,1.50%,95.10%,7.77%,508.37M,506.46M,1.89%,4.05,95.27,68.05 - 91.53,-4.64%,28.26%,56.19,1.13,2.37M,"2,663,183",0.41%,2.62%,-0.50%,13.26%,18.51%,11.11%,1.05,1.78,1.54% 1.84%,86.37,87.28,1.05%
T,S&P 500,136.77B,19.94B,148.63B,23.57,5.24,1.11,5.97%,203000,Yes,Yes,2.60,6.82,7.44,-,0.92,0.79,3.55,13.20,0.90,0.90,1.23,1.07,-8.11%,2.73,2.50,0.62,468.40%,-2.92%,-4.76%,5.70%,0.60%,-32.40%,-40.20%,Jul 21 BMO,-9.05%,0.12%,0.00%,54.40%,0.30%,3.60%,12.00%,5.20%,54.60%,15.70%,13.40%,75.00%,-2.85%,7.17B,7.15B,1.08%,1.81,22.85,16.67 - 21.62,-14.04%,11.45%,32.76,0.98,42.63M,"41,831,936",-1.80%,-9.85%,-2.57%,1.20%,-12.39%,-0.24%,0.47,0.51,1.94% 1.94%,18.39,18.58,1.03%
TAP,S&P 500,12.63B,1.07B,10.60B,62.30,1.68,1.52,2.57%,16300,Yes,Yes,2.80,11.98,13.82,4.56,1.19,0.95,35.21,16.82,0.50,0.80,0.54,0.49,3.61%,4.93,4.27,1.20,205.60%,9.40%,2.62%,-9.20%,16.00%,16.70%,79.80%,May 03 BMO,7.65%,0.40%,0.00%,89.50%,0.48%,3.80%,8.10%,5.90%,40.10%,14.20%,10.10%,21.50%,16.50%,217.20M,176.97M,4.76%,5.34,55.38,42.46 - 59.38,-0.57%,39.05%,64.72,1.17,1.58M,"1,843,201",3.25%,5.88%,8.87%,22.03%,19.20%,27.38%,0.82,1.35,2.14% 2.23%,58.92,59.04,0.20%
TDG,S&P 500,33.89B,841.00M,5.02B,-52.52,75.92,-,-,13300,Yes,Yes,1.90,42.54,27.63,1.69,6.75,-,8.04,44.65,4.10,5.00,-,-,10.32%,14.35,22.09,4.39,27.50%,34.16%,25.20%,0.00%,8.60%,11.10%,89.70%,May 10 BMO,8.71%,0.40%,-10.53%,98.70%,2.86%,4.40%,-29.10%,9.80%,55.50%,40.10%,16.80%,0.00%,-0.46%,55.20M,51.40M,2.06%,3.05,710.51,500.08 - 686.06,-11.05%,22.03%,68.87,0.91,346.84K,"316,505",3.27%,14.58%,-0.81%,-0.38%,-5.90%,-4.09%,1.43,16.38,2.34% 2.78%,599.67,610.27,1.77%
TDY,S&P 500,18.10B,573.20M,5.13B,167.72,6.02,-,-,14500,Yes,Yes,2.00,31.61,19.31,1.36,3.53,2.29,63.68,47.89,1.10,1.70,0.53,0.49,-0.38%,12.13,19.86,4.38,-5.20%,10.15%,23.27%,13.30%,16.50%,64.00%,100.00%,Jul 27 BMO,-0.54%,0.80%,-2.31%,94.00%,-0.01%,4.00%,7.60%,4.30%,40.90%,13.60%,11.20%,0.00%,-9.48%,46.70M,46.26M,2.14%,3.13,523.71,344.66 - 493.97,-22.37%,11.26%,48.10,1.31,315.26K,"412,738",-5.11%,3.08%,-15.01%,-5.55%,-15.92%,-12.23%,1.09,10.16,2.38% 2.18%,372.01,383.46,3.08%
TECH,S&P 500,15.22B,225.40M,1.08B,43.65,5.78,1.28,0.34%,2600,Yes,Yes,1.80,69.46,41.48,4.63,14.14,8.72,65.83,60.44,2.80,3.60,0.15,0.14,6.59%,5.48,9.18,2.08,-40.40%,15.91%,15.00%,4.40%,13.30%,19.20%,31.70%,Aug 04 BMO,7.36%,0.60%,-2.60%,97.40%,-0.01%,9.90%,13.60%,12.00%,68.00%,26.40%,20.90%,22.30%,-9.07%,39.27M,38.95M,1.96%,3.03,500.99,318.07 - 543.85,-29.99%,19.71%,62.59,0.67,252.28K,"168,774",2.88%,10.04%,-0.04%,4.66%,-20.14%,-26.40%,1.22,11.58,3.03% 3.27%,374.44,380.76,1.69%
TEL,S&P 500,42.89B,2.50B,15.49B,32.13,2.29,2.24,1.71%,89000,Yes,Yes,-,17.36,17.08,1.68,2.77,4.08,57.26,43.36,0.90,1.50,0.39,0.33,12.28%,7.56,7.68,1.75,968.00%,8.17%,10.36%,6.20%,5.60%,7.20%,13.30%,Jul 27 BMO,8.76%,0.21%,-1.83%,98.70%,0.60%,11.70%,23.70%,15.70%,33.00%,17.80%,16.10%,26.20%,-5.22%,325.00M,318.20M,0.93%,1.89,143.29,107.12 - 166.44,-21.15%,22.51%,70.60,1.07,1.57M,"1,686,041",5.14%,14.19%,4.83%,-6.74%,-7.54%,-18.66%,1.29,3.26,2.53% 2.62%,127.83,131.23,2.66%
TER,S&P 500,16.22B,971.00M,3.68B,15.27,6.57,0.44,0.44%,5900,Yes,Yes,2.20,18.50,15.42,3.35,4.41,6.48,15.06,18.78,3.00,3.30,0.04,0.03,5.66%,5.35,6.42,1.14,29.00%,32.63%,5.53%,94.40%,16.10%,-3.40%,-15.70%,Jul 26 AMC,1.44%,0.40%,-6.01%,-,-0.06%,25.60%,38.50%,38.40%,59.80%,30.70%,26.40%,6.90%,-18.70%,162.05M,159.61M,2.76%,2.47,125.68,82.97 - 168.91,-41.42%,19.26%,55.35,1.50,1.78M,"2,680,984",-3.72%,3.91%,-6.93%,-30.98%,-18.95%,-39.49%,1.54,4.14,5.10% 4.15%,97.94,98.95,1.03%
TFC,S&P 500,66.02B,5.92B,13.87B,43.90,29.63,1.92,3.87%,50283,Yes,Yes,2.60,11.24,9.08,4.09,4.76,1.13,1.67,13.30,-,-,0.56,0.56,3.75%,4.41,5.46,1.26,45.10%,8.31%,2.75%,10.00%,14.30%,-3.90%,0.80%,Jul 19 BMO,3.89%,0.20%,-3.70%,75.80%,0.37%,1.10%,9.90%,12.60%,-,99.70%,43.50%,41.20%,-12.25%,1.33B,1.32B,0.92%,1.67,56.27,44.68 - 68.95,-28.12%,10.92%,58.59,0.68,7.27M,"4,950,951",2.50%,2.46%,-1.92%,-21.17%,-10.02%,-15.35%,1.12,1.34,2.45% 2.68%,49.55,49.56,0.02%
TFX,S&P 500,11.62B,487.60M,2.82B,80.97,9.87,1.36,0.55%,14000,Yes,Yes,2.40,23.90,16.07,2.30,4.12,3.03,24.89,24.52,1.50,2.30,0.49,0.46,-3.11%,10.28,15.28,3.34,44.00%,9.60%,10.40%,15.50%,8.50%,1.20%,3.40%,Jul 28 BMO,-7.34%,0.20%,-3.09%,92.79%,1.11%,7.00%,13.30%,9.60%,55.10%,21.80%,17.30%,13.10%,-21.48%,46.88M,46.80M,3.14%,3.81,339.82,235.58 - 405.97,-39.48%,4.29%,41.51,4.82,385.59K,"1,859,074",-8.09%,-2.99%,-22.29%,-17.76%,-38.46%,-25.20%,1.17,8.45,2.67% 2.63%,266.53,245.69,-7.82%
TGT,S&P 500,74.35B,5.86B,106.98B,23.22,2.38,4.32,2.71%,450000,Yes,Yes,2.00,13.21,13.02,0.67,0.70,6.87,66.86,147.53,0.10,0.90,1.34,1.24,6.89%,12.06,12.24,0.73,63.10%,41.49%,19.59%,25.20%,8.60%,4.00%,-48.20%,May 18 BMO,3.66%,0.30%,-10.49%,80.80%,-0.12%,11.10%,44.80%,27.60%,28.30%,7.40%,5.50%,27.80%,-24.44%,464.00M,462.72M,1.54%,1.14,186.79,137.16 - 268.98,-40.73%,16.23%,58.08,0.50,6.24M,"3,093,658",0.48%,10.31%,-30.98%,-24.70%,-38.07%,-31.12%,1.02,4.66,2.55% 2.82%,154.60,159.42,3.12%
TJX,S&P 500,71.67B,3.34B,49.87B,4.75,3.67,1.18,1.93%,340000,Yes,Yes,1.90,22.17,17.07,1.73,1.44,12.88,16.69,150.66,0.50,1.20,0.00,0.60,2.23%,2.76,3.58,0.69,10.50%,12.42%,12.80%,9.30%,7.90%,13.10%,13.00%,May 18 BMO,2.34%,0.20%,-4.60%,93.10%,0.19%,11.60%,54.60%,36.30%,28.50%,9.30%,6.70%,18.60%,-6.12%,1.18B,1.17B,1.09%,1.83,75.65,53.69 - 77.35,-20.89%,13.97%,53.48,0.80,7.01M,"5,578,516",-4.00%,6.45%,-0.46%,-11.45%,-9.86%,-19.40%,0.95,1.58,1.97% 2.28%,60.80,61.19,0.64%
TMO,S&P 500,239.56B,7.60B,41.12B,104.48,7.24,1.20,0.20%,130000,Yes,Yes,1.90,31.12,24.51,3.65,5.83,5.72,82.55,36.35,1.10,1.60,0.81,0.77,8.98%,19.20,24.39,4.99,21.80%,7.32%,8.53%,30.70%,16.50%,19.30%,-4.50%,Jul 28 BMO,9.93%,0.10%,-18.30%,91.20%,0.01%,9.20%,19.30%,10.80%,48.40%,22.00%,18.50%,5.40%,2.92%,392.00M,390.00M,0.70%,2.00,655.43,497.83 - 672.34,-11.11%,20.05%,66.43,1.67,1.37M,"2,294,650",3.94%,11.55%,14.82%,6.17%,13.13%,-10.43%,0.82,16.96,3.09% 2.82%,581.93,597.64,2.70%
TMUS,S&P 500,178.58B,2.80B,80.48B,55.96,2.57,-,-,75000,Yes,Yes,1.90,63.40,22.55,1.07,2.22,2.53,55.03,113.24,0.70,0.80,1.13,1.06,4.42%,2.23,6.28,0.28,1.40%,141.84%,59.48%,7.40%,16.40%,1.80%,-23.70%,Jul 27 BMO,6.48%,52.20%,-0.02%,42.50%,0.12%,1.40%,4.10%,4.40%,57.10%,8.10%,3.50%,0.00%,14.72%,1.25B,599.54M,2.50%,3.26,167.60,101.51 - 146.92,-3.55%,39.59%,63.11,1.24,4.59M,"5,711,017",6.39%,6.52%,9.13%,35.96%,-2.36%,22.18%,0.46,3.88,2.66% 2.42%,140.91,141.70,0.56%
TPR,S&P 500,8.59B,867.30M,6.67B,9.75,4.25,1.00,2.94%,12100,Yes,Yes,2.00,10.98,8.58,0.61,1.29,3.49,8.00,12.81,0.90,1.50,0.63,0.47,6.27%,3.10,3.96,0.78,211.60%,14.53%,17.90%,9.60%,5.00%,12.90%,43.90%,May 12 BMO,4.92%,0.20%,-7.67%,94.60%,-0.16%,11.00%,29.20%,16.70%,70.50%,17.00%,13.00%,23.60%,-7.87%,259.90M,251.24M,3.26%,1.98,44.60,26.39 - 47.05,-27.67%,28.95%,57.84,0.67,4.14M,"2,773,341",0.00%,5.62%,4.00%,-7.48%,-15.91%,-16.18%,1.41,1.29,3.35% 3.70%,33.73,34.03,0.89%
TRMB,S&P 500,17.30B,488.50M,3.77B,15.90,1.40,-,-,11931,Yes,Yes,2.10,35.21,21.05,3.52,4.59,4.26,48.42,27.66,0.90,1.30,0.00,0.32,12.32%,1.92,3.22,0.62,25.40%,14.52%,10.00%,30.00%,9.10%,12.10%,-3.10%,May 05 BMO,8.42%,0.40%,-1.75%,95.00%,-0.12%,6.90%,12.50%,9.10%,55.50%,15.30%,13.00%,0.00%,-7.09%,250.80M,249.21M,1.71%,3.66,86.57,55.35 - 96.49,-29.83%,22.33%,68.39,0.54,1.16M,"628,098",4.99%,14.65%,2.50%,-1.04%,-19.51%,-22.34%,1.55,1.79,2.50% 2.85%,65.84,67.71,2.84%
TROW,S&P 500,27.82B,2.83B,7.71B,39.68,8.67,4.80,3.97%,7529,Yes,Yes,3.20,9.77,12.88,0.78,3.61,3.04,13.93,17.42,-,-,0.00,0.00,3.50%,12.36,9.38,2.19,31.50%,0.99%,12.60%,22.50%,12.40%,2.00%,-23.90%,Jul 28 BMO,2.10%,0.60%,-0.73%,74.70%,1.30%,23.80%,33.00%,31.20%,-,47.90%,36.70%,26.00%,-23.04%,228.20M,222.93M,7.44%,9.46,111.89,104.72 - 224.55,-46.21%,15.34%,54.88,1.17,1.75M,"2,059,148",-1.55%,2.47%,-7.84%,-22.88%,-40.46%,-38.58%,1.33,3.89,2.93% 3.01%,120.44,120.78,0.28%
TRV,DJIA S&P500,37.47B,3.54B,35.78B,95.95,2.95,3.72,2.39%,30800,Yes,Yes,2.80,10.80,10.60,3.00,1.05,1.62,52.77,6.24,-,-,0.32,0.31,-4.32%,14.42,14.69,2.43,37.80%,10.02%,3.60%,7.10%,4.70%,5.40%,-38.10%,Jul 21 BMO,-7.09%,0.40%,-20.64%,84.10%,0.19%,3.00%,13.40%,11.10%,-,12.90%,9.90%,24.20%,-6.74%,246.01M,239.03M,1.45%,2.79,175.62,145.40 - 187.98,-17.15%,7.11%,37.69,1.18,1.24M,"1,454,558",-0.70%,-7.00%,-10.26%,-7.22%,6.08%,-0.44%,0.67,4.14,2.38% 2.37%,158.96,155.74,-2.03%
TSCO,S&P 500,21.74B,1.00B,12.96B,15.91,3.56,3.68,1.93%,22000,Yes,Yes,2.20,21.90,18.30,2.01,1.68,11.99,53.61,80.11,0.30,1.40,0.57,0.57,-3.76%,8.71,10.42,2.07,35.00%,8.83%,10.90%,21.40%,13.40%,8.30%,6.60%,Jul 21 BMO,-2.01%,0.20%,-15.75%,86.10%,0.18%,12.90%,51.20%,33.80%,35.10%,10.10%,7.70%,23.90%,-10.63%,112.53M,111.21M,2.75%,2.45,237.52,166.49 - 241.54,-21.00%,14.61%,43.86,0.96,1.25M,"1,197,630",-3.84%,-2.27%,-7.06%,-7.87%,3.99%,-20.03%,0.95,6.34,3.63% 2.79%,186.93,190.81,2.08%
TSLA,S&P 500,846.29B,5.52B,53.82B,32.96,17.94,-,-,99290,Yes,Yes,2.50,171.21,50.76,3.30,15.72,25.57,46.98,73.82,1.00,1.40,0.14,0.09,14.59%,4.92,16.60,3.13,669.20%,36.70%,51.89%,48.60%,50.40%,80.50%,640.70%,Jul 20 AMC,17.53%,17.26%,-5.34%,43.20%,0.08%,9.20%,19.00%,15.70%,25.30%,12.10%,10.30%,0.00%,-7.27%,1.00B,857.50M,2.74%,0.76,879.36,620.57 - 1243.49,-32.23%,35.79%,65.87,0.91,30.86M,"27,938,847",3.38%,20.73%,-4.40%,-10.10%,30.25%,-20.26%,2.14,37.41,3.96% 4.84%,824.46,842.70,2.21%
TSN,S&P 500,31.58B,4.05B,51.34B,52.67,3.18,1.84,2.11%,137000,Yes,Yes,2.40,7.49,11.02,1.00,0.62,1.66,27.44,20.12,0.90,1.90,0.44,0.43,4.06%,11.64,7.91,1.97,48.00%,-12.61%,7.50%,13.00%,5.00%,16.10%,73.70%,Aug 08 BMO,2.10%,0.30%,-8.39%,87.20%,0.13%,11.20%,22.60%,12.60%,15.50%,10.90%,7.90%,15.50%,-0.36%,361.00M,284.80M,1.77%,2.57,97.82,70.04 - 100.72,-13.42%,24.51%,61.83,0.71,1.97M,"1,396,527",6.06%,1.85%,-6.86%,-3.73%,21.77%,0.05%,0.65,1.80,2.18% 2.11%,85.68,87.20,1.77%
TT,S&P 500,33.79B,1.48B,14.47B,25.57,5.80,2.68,1.84%,37000,Yes,Yes,3.00,23.74,18.71,1.44,2.33,5.69,25.06,109.23,0.90,1.30,0.81,0.75,9.67%,6.12,7.77,2.10,48.30%,10.43%,16.47%,1.60%,0.90%,11.20%,16.90%,Aug 03 BMO,9.87%,0.30%,-4.20%,86.90%,0.01%,8.00%,23.00%,15.20%,31.20%,14.20%,10.00%,40.10%,-9.41%,234.60M,232.87M,0.88%,1.43,154.44,120.64 - 207.06,-29.79%,20.51%,72.19,0.76,1.43M,"1,078,658",5.08%,12.78%,0.49%,-15.74%,-26.66%,-28.04%,1.08,3.35,2.02% 2.38%,141.87,145.38,2.47%
TTWO,S&P 500,21.43B,418.00M,3.50B,33.06,15.52,-,-,7799,Yes,Yes,1.90,36.44,15.66,2.69,6.12,3.94,8.40,215.63,1.80,1.80,0.00,0.00,3.23%,3.58,8.32,0.91,-29.60%,48.10%,13.54%,38.00%,14.50%,10.80%,-49.50%,Aug 08 AMC,3.69%,0.40%,-32.12%,74.10%,2.54%,6.50%,11.50%,11.20%,58.20%,13.50%,11.90%,0.00%,-13.83%,115.22M,103.22M,4.85%,1.74,172.23,101.85 - 195.82,-33.44%,27.98%,57.12,0.91,2.87M,"2,602,226",-1.45%,3.30%,7.15%,-17.46%,-23.90%,-26.65%,0.74,3.33,1.91% 2.58%,130.58,130.35,-0.18%
TWTR,S&P 500,31.00B,223.90M,5.24B,7.58,8.26,-,-,7500,Yes,Yes,3.00,168.97,48.45,-,5.91,5.39,4.95,-,6.60,6.60,0.00,0.89,7.83%,0.24,0.84,0.09,80.70%,-40.35%,-,15.70%,15.00%,15.90%,685.00%,Jul 22 BMO,6.73%,4.30%,-0.35%,71.50%,-2.08%,-1.50%,-3.20%,-1.90%,63.30%,-7.50%,-4.20%,-,-4.51%,778.94M,634.56M,5.45%,1.50,44.07,31.30 - 71.92,-43.15%,30.64%,60.01,0.44,23.04M,"10,113,260",3.47%,5.41%,-15.93%,21.62%,-41.55%,-5.39%,0.61,1.35,2.70% 3.53%,39.85,40.89,2.61%
TXN,S&P 500,164.68B,8.18B,18.96B,15.19,10.49,4.60,2.62%,31000,Yes,Yes,2.60,20.10,19.76,2.01,8.69,11.57,16.76,67.38,4.70,5.50,0.55,0.52,11.18%,8.74,8.89,2.12,38.50%,-0.17%,10.00%,18.90%,6.50%,14.40%,25.80%,Jul 26 AMC,8.71%,0.10%,-6.00%,86.40%,0.30%,34.90%,64.60%,37.10%,68.70%,50.50%,43.20%,49.00%,-0.54%,923.00M,920.26M,1.81%,2.80,185.71,144.46 - 202.26,-13.11%,21.66%,69.33,1.08,5.95M,"6,445,313",5.53%,14.00%,3.75%,-1.45%,-5.94%,-6.75%,0.98,4.64,2.87% 2.55%,171.54,175.75,2.45%
TXT,S&P 500,14.07B,769.00M,12.50B,31.87,9.79,0.08,0.12%,33000,Yes,Yes,-,18.88,13.77,1.33,1.12,2.03,6.62,11.08,1.20,2.30,0.53,0.53,5.01%,3.43,4.71,0.88,144.40%,17.47%,14.15%,1.30%,-2.10%,4.20%,17.30%,Jul 28 BMO,3.61%,0.50%,-24.31%,98.00%,-0.13%,4.90%,11.90%,6.90%,16.90%,7.00%,6.10%,2.30%,-7.33%,217.01M,213.97M,2.35%,4.12,85.17,57.11 - 79.45,-18.46%,13.43%,59.23,1.49,1.22M,"1,812,806",0.53%,7.88%,-2.91%,-9.71%,-6.25%,-16.09%,1.58,1.85,2.67% 2.71%,65.20,64.78,-0.64%
TYL,S&P 500,16.69B,164.50M,1.75B,57.72,6.88,-,-,6959,Yes,Yes,2.10,102.51,49.08,10.25,9.52,6.90,57.88,51.87,1.10,1.10,0.55,0.54,15.06%,3.89,8.12,1.82,-18.50%,7.18%,10.00%,5.50%,15.90%,54.70%,7.10%,Jul 27 AMC,16.55%,0.80%,-3.22%,92.90%,0.01%,3.50%,7.30%,5.00%,43.20%,11.30%,9.40%,0.00%,-8.62%,41.36M,41.01M,1.07%,1.51,483.05,300.85 - 557.55,-28.55%,32.41%,70.67,1.28,289.65K,"369,940",7.38%,19.20%,7.52%,-8.89%,-19.63%,-25.95%,0.85,12.94,3.83% 3.30%,374.34,398.35,6.41%
UA,-,3.65B,-,5.68B,4.15,-,-,-,7100,Yes,Yes,3.00,8.55,-,0.39,0.64,1.95,-,-,-,-,-,-,4.59%,0.94,-,-,-,-,21.80%,-,-,8.90%,-40.60%,Aug 03 BMO,-5.21%,13.65%,0.08%,67.63%,-,-,-,-,-,-,-,-,-45.08%,451.83M,405.36M,2.88%,1.88,26.20,7.22 - 23.00,-64.86%,11.91%,50.07,0.35,6.21M,"2,155,536",-0.25%,-0.37%,-42.12%,-47.87%,-53.70%,-55.21%,-,0.35,4.26% 4.13%,7.81,8.08,3.46%
UAA,-,4.15B,222.70M,5.73B,3.67,2.18,-,-,7100,Yes,Yes,2.20,19.11,11.40,1.61,0.72,2.45,4.11,10.57,1.50,2.20,0.00,0.39,4.29%,0.47,0.79,0.04,161.90%,19.58%,11.86%,11.50%,3.30%,3.50%,-174.70%,May 06 BMO,-4.71%,0.27%,4.16%,92.70%,0.40%,4.70%,11.70%,24.50%,49.60%,5.80%,3.90%,0.00%,-46.47%,471.43M,421.52M,4.96%,2.17,14.93,8.10 - 27.28,-67.08%,10.86%,50.20,0.58,9.64M,"5,598,334",0.22%,-1.64%,-40.29%,-50.50%,-55.46%,-57.62%,1.35,0.41,4.61% 4.34%,8.70,8.98,3.22%
UAL,S&P 500,12.37B,-1221.00M,35.62B,12.13,59.62,-,-,91200,Yes,Yes,2.40,-,6.07,-,0.35,3.03,0.62,9.11,1.00,1.00,8.19,7.41,-1.61%,-3.80,6.05,2.06,75.90%,748.67%,-,-23.70%,-7.60%,121.40%,174.30%,Jul 20 AMC,-8.21%,0.30%,13.16%,62.40%,-0.01%,-1.80%,-27.10%,-1.10%,53.70%,0.40%,-3.40%,-,-16.03%,326.70M,325.76M,5.78%,1.50,52.06,30.54 - 54.52,-32.61%,20.30%,45.35,0.81,12.54M,"10,177,082",-1.87%,-0.62%,-26.93%,-11.32%,-25.23%,-16.08%,1.32,1.89,4.05% 4.42%,36.42,36.74,0.88%
UDR,S&P 500,15.21B,156.40M,1.35B,10.53,0.00,1.52,3.15%,1219,Yes,Yes,2.30,95.94,100.75,-,11.29,4.58,16895.83,61.84,-,-,1.64,1.55,6.15%,0.50,0.48,0.07,137.40%,59.67%,-,10.60%,6.10%,18.50%,471.90%,Jul 26 AMC,5.19%,0.60%,0.00%,-,-0.70%,1.50%,5.00%,2.50%,64.90%,17.90%,11.60%,286.20%,-10.15%,318.01M,309.49M,1.99%,2.98,53.25,42.00 - 61.06,-20.96%,14.90%,68.36,1.12,2.06M,"2,301,510",5.62%,4.35%,-13.76%,-13.34%,-12.38%,-19.55%,0.72,1.06,2.19% 2.05%,46.50,48.26,3.78%
